Bug ID,Product,Component,Severity,Priority,Resolution,Summary,text
341635,PDE,UI,normal,P3,FIXED,Bundle Editor version value should handle invalid version format,"Product: PDE
Component: UI
Severity: normal
Priority: P3
Summary: Bundle Editor version value should handle invalid version format
Resolution: FIXED"
188466,JDT,UI,normal,P3,FIXED,[render] image appears to need centering when custom draw is used,"Product: JDT
Component: UI
Severity: normal
Priority: P3
Summary: [render] image appears to need centering when custom draw is used
Resolution: FIXED"
52957,Platform,UI,major,P1,FIXED,[KeyBindings] Keybinding Service consumes keystrokes for unregistered commands,"Product: Platform
Component: UI
Severity: major
Priority: P1
Summary: [KeyBindings] Keybinding Service consumes keystrokes for unregistered commands
Resolution: FIXED"
66787,JDT,UI,normal,P2,FIXED,Wrong capitalized filters message [search],"Product: JDT
Component: UI
Severity: normal
Priority: P2
Summary: Wrong capitalized filters message [search]
Resolution: FIXED"
232749,Platform,UI,normal,P3,FIXED,[Preferences] [Themes] Colors and Fonts preference page: Tooltip stays when mouse moved,"Product: Platform
Component: UI
Severity: normal
Priority: P3
Summary: [Preferences] [Themes] Colors and Fonts preference page: Tooltip stays when mouse moved
Resolution: FIXED"
56091,Platform,Text,major,P2,FIXED,[misc] ArrayIndexOutOfBoundsException Initializing Quick Diff,"Product: Platform
Component: Text
Severity: major
Priority: P2
Summary: [misc] ArrayIndexOutOfBoundsException Initializing Quick Diff
Resolution: FIXED"
153033,JDT,Text,normal,P2,FIXED,[implementation] Stabilize the BracketInserterTest,"Product: JDT
Component: Text
Severity: normal
Priority: P2
Summary: [implementation] Stabilize the BracketInserterTest
Resolution: FIXED"
268876,Platform,Debug,normal,P1,FIXED,[launching] OK button disabled in Select Preferred Launcher dialog,"Product: Platform
Component: Debug
Severity: normal
Priority: P1
Summary: [launching] OK button disabled in Select Preferred Launcher dialog
Resolution: FIXED"
19005,JDT,Debug,normal,P3,FIXED,'java snippet imports' dialog: missing '...' on button labels,"Product: JDT
Component: Debug
Severity: normal
Priority: P3
Summary: 'java snippet imports' dialog: missing '...' on button labels
Resolution: FIXED"
261348,Platform,UI,normal,P3,FIXED,[Dialogs] Set encoding dialog differs between workspace resources and revisions,"Product: Platform
Component: UI
Severity: normal
Priority: P3
Summary: [Dialogs] Set encoding dialog differs between workspace resources and revisions
Resolution: FIXED"
82106,Platform,UI,normal,P2,FIXED,"[BIDI] getOrientation() is on WorkbenchPart, not an interface","Product: Platform
Component: UI
Severity: normal
Priority: P2
Summary: [BIDI] getOrientation() is on WorkbenchPart, not an interface
Resolution: FIXED"
242017,Platform,UI,normal,P3,FIXED,[DataBinding] ButtonObservableValue does bot store the inital value during init causing the next change to be dropped,"Product: Platform
Component: UI
Severity: normal
Priority: P3
Summary: [DataBinding] ButtonObservableValue does bot store the inital value during init causing the next change to be dropped
Resolution: FIXED"
66879,Platform,Text,normal,P2,FIXED,[projection] ProjectionSummary.createSummary throws NPE if no configured annotation types,"Product: Platform
Component: Text
Severity: normal
Priority: P2
Summary: [projection] ProjectionSummary.createSummary throws NPE if no configured annotation types
Resolution: FIXED"
234363,JDT,UI,normal,P3,FIXED,JAR selection dialog not using dialog font,"Product: JDT
Component: UI
Severity: normal
Priority: P3
Summary: JAR selection dialog not using dialog font
Resolution: FIXED"
15765,JDT,Debug,normal,P3,FIXED,Getting working directory changed/restarting evaluation context when there is not context,"Product: JDT
Component: Debug
Severity: normal
Priority: P3
Summary: Getting working directory changed/restarting evaluation context when there is not context
Resolution: FIXED"
219315,JDT,UI,major,P3,FIXED,[clean up] Migration problem of project-specific cleanup preferences,"Product: JDT
Component: UI
Severity: major
Priority: P3
Summary: [clean up] Migration problem of project-specific cleanup preferences
Resolution: FIXED"
88577,Platform,UI,normal,P3,FIXED,[Viewers] Deferred viewers in JFace have a dependency on Job,"Product: Platform
Component: UI
Severity: normal
Priority: P3
Summary: [Viewers] Deferred viewers in JFace have a dependency on Job
Resolution: FIXED"
153072,JDT,Text,minor,P3,FIXED,[ccp] 'Copy' enabled with empty selection in classfile editor,"Product: JDT
Component: Text
Severity: minor
Priority: P3
Summary: [ccp] 'Copy' enabled with empty selection in classfile editor
Resolution: FIXED"
17024,Platform,UI,major,P2,FIXED,Emacs key bindings for find actions are non-standard,"Product: Platform
Component: UI
Severity: major
Priority: P2
Summary: Emacs key bindings for find actions are non-standard
Resolution: FIXED"
28327,JDT,Debug,normal,P2,FIXED,Zombie targets left by CommandArgumentTests,"Product: JDT
Component: Debug
Severity: normal
Priority: P2
Summary: Zombie targets left by CommandArgumentTests
Resolution: FIXED"
55706,JDT,Debug,enhancement,P3,FIXED,AddVMDialog should be resizable. size should be persisted,"Product: JDT
Component: Debug
Severity: enhancement
Priority: P3
Summary: AddVMDialog should be resizable. size should be persisted
Resolution: FIXED"
250472,JDT,UI,enhancement,P3,FIXED,[preferences] Add preference for new compiler warning: MissingHashCodeMethod,"Product: JDT
Component: UI
Severity: enhancement
Priority: P3
Summary: [preferences] Add preference for new compiler warning: MissingHashCodeMethod
Resolution: FIXED"
111217,Platform,Ant,enhancement,P3,FIXED,Ant editor support for content assist proposal cycling,"Product: Platform
Component: Ant
Severity: enhancement
Priority: P3
Summary: Ant editor support for content assist proposal cycling
Resolution: FIXED"
186153,JDT,UI,normal,P3,FIXED,[quick fix] missing undo for 'rename CU' quick fix,"Product: JDT
Component: UI
Severity: normal
Priority: P3
Summary: [quick fix] missing undo for 'rename CU' quick fix
Resolution: FIXED"
221608,Platform,User Assistance,normal,P3,FIXED,[Forms] FormText sometimes paints lines in lists incorrectly,"Product: Platform
Component: User Assistance
Severity: normal
Priority: P3
Summary: [Forms] FormText sometimes paints lines in lists incorrectly
Resolution: FIXED"
83273,Platform,Ant,normal,P3,FIXED,NPE while editing buildfile,"Product: Platform
Component: Ant
Severity: normal
Priority: P3
Summary: NPE while editing buildfile
Resolution: FIXED"
181026,JDT,Debug,enhancement,P3,FIXED,support for adding JREs from definition files,"Product: JDT
Component: Debug
Severity: enhancement
Priority: P3
Summary: support for adding JREs from definition files
Resolution: FIXED"
96656,JDT,Debug,normal,P3,FIXED,lots of dots rendered in debug view,"Product: JDT
Component: Debug
Severity: normal
Priority: P3
Summary: lots of dots rendered in debug view
Resolution: FIXED"
138527,Platform,Debug,major,P1,FIXED,"Actions under the ""Run"" menu are incorrectly enabled at startup","Product: Platform
Component: Debug
Severity: major
Priority: P1
Summary: Actions under the ""Run"" menu are incorrectly enabled at startup
Resolution: FIXED"
6356,JDT,UI,normal,P3,FIXED,Outliner has to delete actions,"Product: JDT
Component: UI
Severity: normal
Priority: P3
Summary: Outliner has to delete actions
Resolution: FIXED"
34848,JDT,UI,normal,P3,FIXED,Accessibility: cannot easily switch between the type hierarchys,"Product: JDT
Component: UI
Severity: normal
Priority: P3
Summary: Accessibility: cannot easily switch between the type hierarchys
Resolution: FIXED"
15824,Platform,UI,normal,P3,FIXED,"""Cancel"" button in Find/Rplace dialog should be ""OK""","Product: Platform
Component: UI
Severity: normal
Priority: P3
Summary: ""Cancel"" button in Find/Rplace dialog should be ""OK""
Resolution: FIXED"
50452,Platform,Ant,enhancement,P3,FIXED,Another way to resolve a location for a tools.jar,"Product: Platform
Component: Ant
Severity: enhancement
Priority: P3
Summary: Another way to resolve a location for a tools.jar
Resolution: FIXED"
29651,JDT,Debug,normal,P2,FIXED,allow source attachment changes on classpath container entries,"Product: JDT
Component: Debug
Severity: normal
Priority: P2
Summary: allow source attachment changes on classpath container entries
Resolution: FIXED"
29898,Platform,Ant,normal,P3,FIXED,Updating actions in the AntView,"Product: Platform
Component: Ant
Severity: normal
Priority: P3
Summary: Updating actions in the AntView
Resolution: FIXED"
182572,JDT,Debug,normal,P3,FIXED,[tests] TestAlternateModeTab invalid thread access,"Product: JDT
Component: Debug
Severity: normal
Priority: P3
Summary: [tests] TestAlternateModeTab invalid thread access
Resolution: FIXED"
376550,JDT,Core,minor,P3,FIXED,"""Method can be static"" warning on method that accesses instance field in inner class","Product: JDT
Component: Core
Severity: minor
Priority: P3
Summary: ""Method can be static"" warning on method that accesses instance field in inner class
Resolution: FIXED"
349312,JDT,Core,trivial,P3,FIXED,[1.7][compiler] improved problem messages,"Product: JDT
Component: Core
Severity: trivial
Priority: P3
Summary: [1.7][compiler] improved problem messages
Resolution: FIXED"
135515,JDT,Text,major,P1,FIXED,2 ASTs created while typing,"Product: JDT
Component: Text
Severity: major
Priority: P1
Summary: 2 ASTs created while typing
Resolution: FIXED"
7715,Platform,Debug,enhancement,P2,FIXED,Console does not show output of selected process,"Product: Platform
Component: Debug
Severity: enhancement
Priority: P2
Summary: Console does not show output of selected process
Resolution: FIXED"
56211,JDT,Debug,enhancement,P3,FIXED,Class prepare breakpoint annotation,"Product: JDT
Component: Debug
Severity: enhancement
Priority: P3
Summary: Class prepare breakpoint annotation
Resolution: FIXED"
50399,JDT,Text,normal,P2,FIXED,[typing] Compounded undo operations too dramatic,"Product: JDT
Component: Text
Severity: normal
Priority: P2
Summary: [typing] Compounded undo operations too dramatic
Resolution: FIXED"
11124,JDT,Debug,normal,P2,FIXED,Launch configurations do not handle removed JRE,"Product: JDT
Component: Debug
Severity: normal
Priority: P2
Summary: Launch configurations do not handle removed JRE
Resolution: FIXED"
28796,JDT,Debug,normal,P2,FIXED,M4: Adding external folder to source lookup path via advanced menu enters incorrect path,"Product: JDT
Component: Debug
Severity: normal
Priority: P2
Summary: M4: Adding external folder to source lookup path via advanced menu enters incorrect path
Resolution: FIXED"
252383,JDT,UI,major,P3,FIXED,[browsing] NPE when switching to/from Welcome,"Product: JDT
Component: UI
Severity: major
Priority: P3
Summary: [browsing] NPE when switching to/from Welcome
Resolution: FIXED"
131902,Platform,Team,normal,P2,FIXED,Compare With > ... does not mark Synchronize view italic (progress),"Product: Platform
Component: Team
Severity: normal
Priority: P2
Summary: Compare With > ... does not mark Synchronize view italic (progress)
Resolution: FIXED"
217790,JDT,Text,normal,P2,FIXED,[breadcrumb] Remove left/right arrows,"Product: JDT
Component: Text
Severity: normal
Priority: P2
Summary: [breadcrumb] Remove left/right arrows
Resolution: FIXED"
44196,Platform,Ant,normal,P3,FIXED,"[Readme] Eclipse freezes running ant script using ""Run Ant...""","Product: Platform
Component: Ant
Severity: normal
Priority: P3
Summary: [Readme] Eclipse freezes running ant script using ""Run Ant...""
Resolution: FIXED"
46315,JDT,Debug,normal,P3,FIXED,Scrapbook actions wrongly disabled after inspect or execute,"Product: JDT
Component: Debug
Severity: normal
Priority: P3
Summary: Scrapbook actions wrongly disabled after inspect or execute
Resolution: FIXED"
13383,Platform,Debug,normal,P2,FIXED,Copy variables action not enabled correctly,"Product: Platform
Component: Debug
Severity: normal
Priority: P2
Summary: Copy variables action not enabled correctly
Resolution: FIXED"
43422,JDT,Debug,normal,P2,FIXED,NPE when setting breakpoint in anonymous class,"Product: JDT
Component: Debug
Severity: normal
Priority: P2
Summary: NPE when setting breakpoint in anonymous class
Resolution: FIXED"
15633,JDT,Debug,normal,P2,FIXED,Incorrect enablement for ManageBreakpointActionDelegate hierarchy,"Product: JDT
Component: Debug
Severity: normal
Priority: P2
Summary: Incorrect enablement for ManageBreakpointActionDelegate hierarchy
Resolution: FIXED"
126170,Platform,UI,major,P2,FIXED,[Progress] IndexOutOfBoundsException during progress view refresh,"Product: Platform
Component: UI
Severity: major
Priority: P2
Summary: [Progress] IndexOutOfBoundsException during progress view refresh
Resolution: FIXED"
13003,JDT,UI,normal,P2,FIXED,Temporary error message cannot be obtained using keyboard,"Product: JDT
Component: UI
Severity: normal
Priority: P2
Summary: Temporary error message cannot be obtained using keyboard
Resolution: FIXED"
69101,JDT,UI,enhancement,P3,FIXED,Quick Fix new class does not update imports [quick fix],"Product: JDT
Component: UI
Severity: enhancement
Priority: P3
Summary: Quick Fix new class does not update imports [quick fix]
Resolution: FIXED"
137688,Platform,Text,normal,P2,FIXED,[performance] Improve initial performance for new AbstractLineTracker implementation,"Product: Platform
Component: Text
Severity: normal
Priority: P2
Summary: [performance] Improve initial performance for new AbstractLineTracker implementation
Resolution: FIXED"
335950,PDE,UI,normal,P3,FIXED,"No ""The JRE container on the classpath is not a perfect match..."" when it should be reported","Product: PDE
Component: UI
Severity: normal
Priority: P3
Summary: No ""The JRE container on the classpath is not a perfect match..."" when it should be reported
Resolution: FIXED"
7209,JDT,Debug,normal,P1,FIXED,Run to line is broken,"Product: JDT
Component: Debug
Severity: normal
Priority: P1
Summary: Run to line is broken
Resolution: FIXED"
8157,JDT,Debug,normal,P2,FIXED,ProjectBuildWatcher is too invasive,"Product: JDT
Component: Debug
Severity: normal
Priority: P2
Summary: ProjectBuildWatcher is too invasive
Resolution: FIXED"
13423,JDT,Debug,normal,P3,FIXED,HCR failure notifications aren't being sent to the UI,"Product: JDT
Component: Debug
Severity: normal
Priority: P3
Summary: HCR failure notifications aren't being sent to the UI
Resolution: FIXED"
135387,Platform,CVS,normal,P2,FIXED,[Model Sync] Caching check for update seems to take a lot of time,"Product: Platform
Component: CVS
Severity: normal
Priority: P2
Summary: [Model Sync] Caching check for update seems to take a lot of time
Resolution: FIXED"
120596,JDT,Debug,normal,P2,FIXED,Should warn when no exact match for execution environment on build path,"Product: JDT
Component: Debug
Severity: normal
Priority: P2
Summary: Should warn when no exact match for execution environment on build path
Resolution: FIXED"
16150,JDT,Debug,normal,P2,FIXED,Create Java Launch Action Set,"Product: JDT
Component: Debug
Severity: normal
Priority: P2
Summary: Create Java Launch Action Set
Resolution: FIXED"
75420,Platform,UI,normal,P2,FIXED,[Preferences] Import should show busy cursor,"Product: Platform
Component: UI
Severity: normal
Priority: P2
Summary: [Preferences] Import should show busy cursor
Resolution: FIXED"
18597,Platform,UI,major,P2,FIXED,Missing a seperator in the Run menu,"Product: Platform
Component: UI
Severity: major
Priority: P2
Summary: Missing a seperator in the Run menu
Resolution: FIXED"
44069,Platform,UI,normal,P2,FIXED,[Problems View] Time response while debugging slows down when several perspectives are opened,"Product: Platform
Component: UI
Severity: normal
Priority: P2
Summary: [Problems View] Time response while debugging slows down when several perspectives are opened
Resolution: FIXED"
77462,Platform,Debug,blocker,P1,FIXED,CVS Plug-in fails to start,"Product: Platform
Component: Debug
Severity: blocker
Priority: P1
Summary: CVS Plug-in fails to start
Resolution: FIXED"
216939,JDT,Core,normal,P2,DUPLICATE,[search] NPE in JavaSearchScope,"Product: JDT
Component: Core
Severity: normal
Priority: P2
Summary: [search] NPE in JavaSearchScope
Resolution: DUPLICATE"
261060,JDT,UI,major,P3,FIXED,[common navigator] Java EE perspective drag drop src folder onto its own project deletes src folder,"Product: JDT
Component: UI
Severity: major
Priority: P3
Summary: [common navigator] Java EE perspective drag drop src folder onto its own project deletes src folder
Resolution: FIXED"
23568,JDT,Debug,normal,P1,FIXED,Ctrl-Space is not working in the Scrapbook,"Product: JDT
Component: Debug
Severity: normal
Priority: P1
Summary: Ctrl-Space is not working in the Scrapbook
Resolution: FIXED"
58374,Platform,Ant,normal,P3,FIXED,"Building with external build files from editor ""context""","Product: Platform
Component: Ant
Severity: normal
Priority: P3
Summary: Building with external build files from editor ""context""
Resolution: FIXED"
86610,Platform,UI,major,P2,FIXED,Lots of Worker threads (around 100),"Product: Platform
Component: UI
Severity: major
Priority: P2
Summary: Lots of Worker threads (around 100)
Resolution: FIXED"
64951,JDT,Debug,normal,P3,FIXED,suspended thread while evaluating condition - no labels,"Product: JDT
Component: Debug
Severity: normal
Priority: P3
Summary: suspended thread while evaluating condition - no labels
Resolution: FIXED"
338224,Platform,User Assistance,normal,P3,FIXED,[Doc] Strange HTML in platform.doc.isv/guide/ua_intro_xhtml.htm,"Product: Platform
Component: User Assistance
Severity: normal
Priority: P3
Summary: [Doc] Strange HTML in platform.doc.isv/guide/ua_intro_xhtml.htm
Resolution: FIXED"
97325,Platform,UI,normal,P2,FIXED,[KeyBindings] [RCP] Key bindings for outline and properties views refer to IDE command,"Product: Platform
Component: UI
Severity: normal
Priority: P2
Summary: [KeyBindings] [RCP] Key bindings for outline and properties views refer to IDE command
Resolution: FIXED"
135380,Platform,Text,normal,P2,FIXED,[misc] ConcurrentModificationException in DiffRegion,"Product: Platform
Component: Text
Severity: normal
Priority: P2
Summary: [misc] ConcurrentModificationException in DiffRegion
Resolution: FIXED"
382206,Platform,Releng,major,P2,FIXED,Update to most recent ECF build,"Product: Platform
Component: Releng
Severity: major
Priority: P2
Summary: Update to most recent ECF build
Resolution: FIXED"
59782,Platform,UI,normal,P1,FIXED,[Progress] Deadlock in reentrant workspace.run,"Product: Platform
Component: UI
Severity: normal
Priority: P1
Summary: [Progress] Deadlock in reentrant workspace.run
Resolution: FIXED"
43436,JDT,Debug,normal,P3,FIXED,Should use default class stratum when retrieving source and line number,"Product: JDT
Component: Debug
Severity: normal
Priority: P3
Summary: Should use default class stratum when retrieving source and line number
Resolution: FIXED"
17316,JDT,UI,major,P2,FIXED,Empty wizard after pressing cancel,"Product: JDT
Component: UI
Severity: major
Priority: P2
Summary: Empty wizard after pressing cancel
Resolution: FIXED"
74398,Platform,UI,normal,P2,WORKSFORME,[KeyBindings] preference page: Modify page doesn't show inherited assignments,"Product: Platform
Component: UI
Severity: normal
Priority: P2
Summary: [KeyBindings] preference page: Modify page doesn't show inherited assignments
Resolution: WORKSFORME"
347430,Platform,SWT,normal,P3,FIXED,FileDialog's overwrite & setFilterExtensions options do not play well together.,"Product: Platform
Component: SWT
Severity: normal
Priority: P3
Summary: FileDialog's overwrite & setFilterExtensions options do not play well together.
Resolution: FIXED"
37179,Platform,Debug,major,P3,FIXED,LaunchView.selectAndReveal doesn't account for partial documents,"Product: Platform
Component: Debug
Severity: major
Priority: P3
Summary: LaunchView.selectAndReveal doesn't account for partial documents
Resolution: FIXED"
139079,JDT,Debug,major,P2,FIXED,Left-over instruction pointer after debug is terminated,"Product: JDT
Component: Debug
Severity: major
Priority: P2
Summary: Left-over instruction pointer after debug is terminated
Resolution: FIXED"
170041,Platform,UI,normal,P3,FIXED,[DataBinding] Master detail snippet,"Product: Platform
Component: UI
Severity: normal
Priority: P3
Summary: [DataBinding] Master detail snippet
Resolution: FIXED"
10790,Platform,Compare,normal,P3,FIXED,Patch does not apply if file not found locally,"Product: Platform
Component: Compare
Severity: normal
Priority: P3
Summary: Patch does not apply if file not found locally
Resolution: FIXED"
319510,JDT,Core,normal,P3,DUPLICATE,dead code detection vs assert,"Product: JDT
Component: Core
Severity: normal
Priority: P3
Summary: dead code detection vs assert
Resolution: DUPLICATE"
101754,Platform,Debug,normal,P2,FIXED,[EditorMgmt] Debug view opens wrong editor if more than one editor is registered for given file type.,"Product: Platform
Component: Debug
Severity: normal
Priority: P2
Summary: [EditorMgmt] Debug view opens wrong editor if more than one editor is registered for given file type.
Resolution: FIXED"
185611,Platform,Team,normal,P1,FIXED,[History View] The dropdown for past inputs in the history view isn't responding to property changes,"Product: Platform
Component: Team
Severity: normal
Priority: P1
Summary: [History View] The dropdown for past inputs in the history view isn't responding to property changes
Resolution: FIXED"
236306,JDT,Core,normal,P3,FIXED,[content assist] for method invocation in variable initializer should not guess variable,"Product: JDT
Component: Core
Severity: normal
Priority: P3
Summary: [content assist] for method invocation in variable initializer should not guess variable
Resolution: FIXED"
88126,JDT,Core,normal,P3,FIXED,[ast rewrite] Inconsistent results in modifying TagElements,"Product: JDT
Component: Core
Severity: normal
Priority: P3
Summary: [ast rewrite] Inconsistent results in modifying TagElements
Resolution: FIXED"
80729,Platform,Debug,normal,P3,FIXED,NPE in console,"Product: Platform
Component: Debug
Severity: normal
Priority: P3
Summary: NPE in console
Resolution: FIXED"
10432,JDT,Debug,normal,P3,FIXED,Deleting a resource wipes out launch configuration history,"Product: JDT
Component: Debug
Severity: normal
Priority: P3
Summary: Deleting a resource wipes out launch configuration history
Resolution: FIXED"
81192,JDT,Text,normal,P2,FIXED,[rulers] Annotation roll-over tooltip stays up after roll-over closes,"Product: JDT
Component: Text
Severity: normal
Priority: P2
Summary: [rulers] Annotation roll-over tooltip stays up after roll-over closes
Resolution: FIXED"
183933,JDT,Text,trivial,P3,FIXED,[help][spell checking] Add help doc for the 'Spelling' preference page,"Product: JDT
Component: Text
Severity: trivial
Priority: P3
Summary: [help][spell checking] Add help doc for the 'Spelling' preference page
Resolution: FIXED"
14997,JDT,Debug,normal,P3,FIXED,Evaluations with null on top of stack show no result,"Product: JDT
Component: Debug
Severity: normal
Priority: P3
Summary: Evaluations with null on top of stack show no result
Resolution: FIXED"
326872,JDT,Text,trivial,P3,FIXED,[spell checking] More words for the spelling dictionary,"Product: JDT
Component: Text
Severity: trivial
Priority: P3
Summary: [spell checking] More words for the spelling dictionary
Resolution: FIXED"
348198,JDT,Text,normal,P3,FIXED,[1.7][typing] Broken indentation after enhanced for loop,"Product: JDT
Component: Text
Severity: normal
Priority: P3
Summary: [1.7][typing] Broken indentation after enhanced for loop
Resolution: FIXED"
18297,JDT,UI,normal,P3,FIXED,Organize imports misses unused imports,"Product: JDT
Component: UI
Severity: normal
Priority: P3
Summary: Organize imports misses unused imports
Resolution: FIXED"
19567,JDT,UI,critical,P1,FIXED,ProblemsLabelDecorator throws ResourceException when project not open,"Product: JDT
Component: UI
Severity: critical
Priority: P1
Summary: ProblemsLabelDecorator throws ResourceException when project not open
Resolution: FIXED"
324762,JDT,Core,critical,P3,FIXED,Compiler thinks there is deadcode and removes it!,"Product: JDT
Component: Core
Severity: critical
Priority: P3
Summary: Compiler thinks there is deadcode and removes it!
Resolution: FIXED"
350756,PDE,UI,enhancement,P3,FIXED,[patch] 'Header must be terminated by a line break' quick fix,"Product: PDE
Component: UI
Severity: enhancement
Priority: P3
Summary: [patch] 'Header must be terminated by a line break' quick fix
Resolution: FIXED"
164841,Platform,Debug,minor,P3,FIXED,[launching] the browse file system button suffers from gigantism,"Product: Platform
Component: Debug
Severity: minor
Priority: P3
Summary: [launching] the browse file system button suffers from gigantism
Resolution: FIXED"
17423,JDT,UI,major,P1,FIXED,Revert apears twice in the popup menu.,"Product: JDT
Component: UI
Severity: major
Priority: P1
Summary: Revert apears twice in the popup menu.
Resolution: FIXED"
58615,Platform,SWT,normal,P1,FIXED,Setting italic font for tree items does not work on Mac,"Product: Platform
Component: SWT
Severity: normal
Priority: P1
Summary: Setting italic font for tree items does not work on Mac
Resolution: FIXED"
163906,JDT,Text,normal,P3,FIXED,[implementation] commitWorkingCopy() assumes file already exists,"Product: JDT
Component: Text
Severity: normal
Priority: P3
Summary: [implementation] commitWorkingCopy() assumes file already exists
Resolution: FIXED"
77006,JDT,UI,normal,P2,FIXED,Disable actions not applicable to enum constants,"Product: JDT
Component: UI
Severity: normal
Priority: P2
Summary: Disable actions not applicable to enum constants
Resolution: FIXED"
38672,JDT,Debug,normal,P3,FIXED,Timing Hole in JDI test suite.,"Product: JDT
Component: Debug
Severity: normal
Priority: P3
Summary: Timing Hole in JDI test suite.
Resolution: FIXED"
97327,Platform,Debug,normal,P3,FIXED,renaming main type does not update launch history,"Product: Platform
Component: Debug
Severity: normal
Priority: P3
Summary: renaming main type does not update launch history
Resolution: FIXED"
81290,Platform,UI,normal,P2,FIXED,[Preferences] Forward and back buttons have wrong background colour,"Product: Platform
Component: UI
Severity: normal
Priority: P2
Summary: [Preferences] Forward and back buttons have wrong background colour
Resolution: FIXED"
53855,JDT,Text,major,P2,FIXED,NPE in content assist,"Product: JDT
Component: Text
Severity: major
Priority: P2
Summary: NPE in content assist
Resolution: FIXED"
183686,Platform,UI,normal,P3,FIXED,Parts References Tests give an Error Dialog,"Product: Platform
Component: UI
Severity: normal
Priority: P3
Summary: Parts References Tests give an Error Dialog
Resolution: FIXED"
290979,PDE,UI,minor,P3,FIXED,Application.close() method provided by template is not correct,"Product: PDE
Component: UI
Severity: minor
Priority: P3
Summary: Application.close() method provided by template is not correct
Resolution: FIXED"
78618,JDT,UI,critical,P2,FIXED,JUnit 'Failures' list has items with wrong label,"Product: JDT
Component: UI
Severity: critical
Priority: P2
Summary: JUnit 'Failures' list has items with wrong label
Resolution: FIXED"
89959,Platform,UI,normal,P2,FIXED,"[Progress] Progress dialog stayed up when no activity happening, with no details and only cancel button","Product: Platform
Component: UI
Severity: normal
Priority: P2
Summary: [Progress] Progress dialog stayed up when no activity happening, with no details and only cancel button
Resolution: FIXED"
210539,PDE,UI,normal,P3,FIXED,Produce bundles.txt for p2 target launch,"Product: PDE
Component: UI
Severity: normal
Priority: P3
Summary: Produce bundles.txt for p2 target launch
Resolution: FIXED"
10811,JDT,Debug,normal,P3,FIXED,Deregistered launches not removed by JavaHCRManager,"Product: JDT
Component: Debug
Severity: normal
Priority: P3
Summary: Deregistered launches not removed by JavaHCRManager
Resolution: FIXED"
364057,PDE,Doc,normal,P3,FIXED,pde.doc.user bundle version needs to be incremented in the 3.7.x stream,"Product: PDE
Component: Doc
Severity: normal
Priority: P3
Summary: pde.doc.user bundle version needs to be incremented in the 3.7.x stream
Resolution: FIXED"
189893,JDT,UI,normal,P3,FIXED,Update doc regarding 3.3 API change,"Product: JDT
Component: UI
Severity: normal
Priority: P3
Summary: Update doc regarding 3.3 API change
Resolution: FIXED"
84111,Platform,Debug,normal,P2,FIXED,Exception while running test suite,"Product: Platform
Component: Debug
Severity: normal
Priority: P2
Summary: Exception while running test suite
Resolution: FIXED"
230179,Platform,UI,trivial,P3,FIXED,[JFace] Configure Columns dialog does not use dialog font,"Product: Platform
Component: UI
Severity: trivial
Priority: P3
Summary: [JFace] Configure Columns dialog does not use dialog font
Resolution: FIXED"
17472,PDE,UI,normal,P2,FIXED,E3.2 Add included features on Advanced page does not list my feature,"Product: PDE
Component: UI
Severity: normal
Priority: P2
Summary: E3.2 Add included features on Advanced page does not list my feature
Resolution: FIXED"
239612,JDT,Debug,enhancement,P3,FIXED,Use Ctrl+Click instead of Ctrl+Alt for 'Step Into Selection',"Product: JDT
Component: Debug
Severity: enhancement
Priority: P3
Summary: Use Ctrl+Click instead of Ctrl+Alt for 'Step Into Selection'
Resolution: FIXED"
38082,JDT,UI,enhancement,P3,FIXED,Improve 'add return' suggestion [quick fix],"Product: JDT
Component: UI
Severity: enhancement
Priority: P3
Summary: Improve 'add return' suggestion [quick fix]
Resolution: FIXED"
203878,PDE,UI,normal,P3,FIXED,Generate default serial version ids for abstract classes in pde.core,"Product: PDE
Component: UI
Severity: normal
Priority: P3
Summary: Generate default serial version ids for abstract classes in pde.core
Resolution: FIXED"
57637,Platform,Debug,enhancement,P3,FIXED,turn Remove All Terminated Launches on by default,"Product: Platform
Component: Debug
Severity: enhancement
Priority: P3
Summary: turn Remove All Terminated Launches on by default
Resolution: FIXED"
203008,JDT,UI,enhancement,P3,FIXED,[preferences] Option to import/export Java > Appearance preferences,"Product: JDT
Component: UI
Severity: enhancement
Priority: P3
Summary: [preferences] Option to import/export Java > Appearance preferences
Resolution: FIXED"
442418,JDT,Core,normal,P3,FIXED,$deserializeLambda$ off-by-one error when deserializing the captured arguments of a lambda that also capture this,"Product: JDT
Component: Core
Severity: normal
Priority: P3
Summary: $deserializeLambda$ off-by-one error when deserializing the captured arguments of a lambda that also capture this
Resolution: FIXED"
87419,Platform,UI,blocker,P1,FIXED,[Commands] registry: NPE on start-up,"Product: Platform
Component: UI
Severity: blocker
Priority: P1
Summary: [Commands] registry: NPE on start-up
Resolution: FIXED"
58777,Platform,UI,normal,P2,FIXED,[Viewers] add API to not deactivate CellEditor on FocusLost,"Product: Platform
Component: UI
Severity: normal
Priority: P2
Summary: [Viewers] add API to not deactivate CellEditor on FocusLost
Resolution: FIXED"
38249,Platform,Ant,critical,P1,FIXED,NPE trying to create project builder,"Product: Platform
Component: Ant
Severity: critical
Priority: P1
Summary: NPE trying to create project builder
Resolution: FIXED"
